"ProcessId","ParentProcessId","Name","CommandLine"
"18480","18688","Discord.exe","""C:\Users\jeane\AppData\Local\Discord\app-1.0.9230\Discord.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=fr --service-sandbox-type=none --user-data-dir=""C:\Users\jeane\AppData\Roaming\discord"" --standard-schemes=disclip --secure-schemes=disclip,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=disclip,sentry-ipc --streaming-schemes=disclip --field-trial-handle=1744,i,10041768059516653209,12842977364045316259,262144 --enable-features=EnableTransparentHwndEnlargement --disable-features=AllowAggressiveThrottlingWithWebSocket,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,MediaSessionService,ScreenAIOCREnabled,SpareRendererForSitePerProcess,UseEcoQoSForBackgroundProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=2028 /prefetch:11"
"19852","18688","Discord.exe","""C:\Users\jeane\AppData\Local\Discord\app-1.0.9230\Discord.exe"" --type=renderer --user-data-dir=""C:\Users\jeane\AppData\Roaming\discord"" --standard-schemes=disclip --secure-schemes=disclip,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=disclip,sentry-ipc --streaming-schemes=disclip --app-user-model-id=com.squirrel.Discord.Discord --app-path=""C:\Users\jeane\AppData\Local\Discord\app-1.0.9230\resources\app.asar"" --no-sandbox --no-zygote --enable-blink-features=EnumerateDevices,AudioOutputDevices --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --enable-h264-mf --enable-h264-mf-zero-copy --video-capture-use-gpu-memory-buffer --lang=fr --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1775027349886957 --launch-time-ticks=35665238 --field-trial-handle=1744,i,10041768059516653209,12842977364045316259,262144 --enable-features=EnableTransparentHwndEnlargement --disable-features=AllowAggressiveThrottlingWithWebSocket,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,MediaSessionService,ScreenAIOCREnabled,SpareRendererForSitePerProcess,UseEcoQoSForBackgroundProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=3120 --enable-node-leakage-in-renderers /prefetch:1"
"6804","9144","lghub.exe","""C:\Program Files\LGHUB\lghub.exe"" --background"
"17888","6804","lghub_system_tray.exe","""C:\Program Files\LGHUB\system_tray\lghub_system_tray.exe"" --background"
"17896","6804","lghub_agent.exe","""C:\Program Files\LGHUB\lghub_agent.exe"""
"18748","6804","lghub.exe","""C:\Program Files\LGHUB\lghub.exe"" --type=gpu-process --user-data-dir=""C:\Users\jeane\AppData\Roaming\LGHUB"" --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=1736 --field-trial-handle=1812,i,3388674572263377889,10068515161471134619,131072 --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:2"
"20464","6804","lghub.exe","""C:\Program Files\LGHUB\lghub.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=fr --service-sandbox-type=none --user-data-dir=""C:\Users\jeane\AppData\Roaming\LGHUB"" --mojo-platform-channel-handle=1948 --field-trial-handle=1812,i,3388674572263377889,10068515161471134619,131072 --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8"
"21280","18688","Discord.exe","""C:\Users\jeane\AppData\Local\Discord\app-1.0.9230\Discord.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=fr --service-sandbox-type=audio --video-capture-use-gpu-memory-buffer --user-data-dir=""C:\Users\jeane\AppData\Roaming\discord"" --standard-schemes=disclip --secure-schemes=disclip,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=disclip,sentry-ipc --streaming-schemes=disclip --field-trial-handle=1744,i,10041768059516653209,12842977364045316259,262144 --enable-features=EnableTransparentHwndEnlargement --disable-features=AllowAggressiveThrottlingWithWebSocket,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,MediaSessionService,ScreenAIOCREnabled,SpareRendererForSitePerProcess,UseEcoQoSForBackgroundProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --mojo-platform-channel-handle=4264 /prefetch:12"
"3056","1476","unsecapp.exe","C:\WINDOWS\system32\wbem\unsecapp.exe -Embedding"
"1904","1972","FanControl.exe",
